grade,similarity_percentage,gene_code,virus_name,gene_name,host_name,virus_lineage,host_lineage
-17.0,0.1875,YP_009140969.1,Synechococcus phage ACG-2014i,OMP1 protein,Synechococcus sp. WH 7803,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; unclassified Tevenvirinae",Bacteria; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus
-28.0,0.1686746987951807,YP_008530277.1,Escherichia phage JES2013,putative tail fiber protein,Escherichia coli,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Vequintavirinae; V5virus; Escherichia virus JES2013",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
-38.0,0.1524390243902439,YP_001700591.1,Phage Gifsy-1,bacteriophage side tail fiber protein; Lambda gpSft (gpN) homolog,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,Viruses; unclassified bacterial viruses,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica
-31.0,0.18497109826589594,YP_009283305.1,Mycobacterium phage Papez,DNA primase,Mycobacteriaceae,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; L5virus; unclassified L5virus",Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales
-13.0,0.19553072625698323,YP_009036025.1,Escherichia phage e4/1c,tail fiber protein,Escherichia coli O157:H7,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Tunavirinae; Rogue1virus; Escherichia virus E41c",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
-29.0,0.1781609195402299,YP_007112495.1,Vibrio phage vB_VpaM_MAR,putative tail fiber protein,Vibrio parahaemolyticus,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Vhmlvirus; Vibrio virus MAR",Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group
-13.0,0.19576719576719576,YP_009218541.1,Citrobacter phage IME-CF2,baseplate wedge tail fiber connector,Citrobacter freundii,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; Kp15virus; unclassified Kp15virus",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Citrobacter; Citrobacter freundii complex
-18.0,0.16470588235294117,YP_003969058.1,Aeromonas phage phiAS4,small distal tail fiber subunit,Aeromonas salmonicida,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Secunda5virus; Aeromonas virus AS4",Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas
-24.0,0.17543859649122806,YP_009037527.1,Escherichia phage vB_EcoM_JS09,putative long tail fiber proximal subunit,Escherichia coli,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; Rb69virus; Escherichia virus JS09",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
-23.0,0.18716577540106952,YP_009168163.1,Escherichia phage vB_EcoP_24B,tail spike protein,Escherichia coli O157:H7,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Sepvirinae; Nona33virus; Escherichia virus 24B",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
3.0,0.1642512077294686,AIT75342.1,Enterobacteria phage RB59,short tail fiber,Escherichia coli B,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; T4virus; Escherichia virus T4",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
-29.0,0.19318181818181818,NP_851913.1,Macacine alphaherpesvirus 1,helicase-primase primase subunit,Catarrhini,"Viruses; dsDNA viruses, no RNA stage; Herpesvirales; Herpesviridae; Alphaherpesvirinae; Simplexvirus",Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Euarchontoglires; Primates; Haplorrhini; Simiiformes
-5.0,0.17318435754189945,YP_009036035.1,Escherichia phage e4/1c,putative tail fiber protein,Escherichia coli O157:H7,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Tunavirinae; Rogue1virus; Escherichia virus E41c",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
-44.0,0.18867924528301888,YP_007236807.1,Burkholderia virus Bcepmigl,tail fiber,Burkholderia cenocepacia,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Bcep22virus",Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; Burkholderia cepacia complex
-37.0,0.15789473684210525,YP_001595369.1,Escherichia phage JS98,"long tail fiber, proximal subunit",Escherichia coli,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; Js98virus; Escherichia virus JS98",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
-2.0,0.18023255813953487,YP_007112440.1,Enterobacterial phage mEp390,tail fiber,Escherichia coli,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Hk97virus; unclassified Hk97virus",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
-36.0,0.1793478260869565,YP_004322190.1,Synechococcus phage S-SM2,phage tail fiber-like protein,Synechococcus,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; unclassified Myoviridae",Bacteria; Cyanobacteria; Synechococcales; Synechococcaceae
-37.0,0.13690476190476192,YP_007501285.1,Salmonella phage vB_SenMS16,long tail fiber proximal subunit,Salmonella enterica,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; S16virus; Salmonella virus S16",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella
-31.0,0.17318435754189945,YP_009011626.1,Aeromonas phage PX29,gp9 baseplate wedge tail fiber connector,Aeromonas salmonicida,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; unclassified Tevenvirinae",Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas
-41.0,0.17045454545454544,YP_009203992.1,Citrobacter phage Merlin,hinge connector of long tail fiber distal connector,Citrobacter freundii,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; Moonvirus; Citrobacter virus Merlin",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Citrobacter; Citrobacter freundii complex
-4.0,0.22826086956521738,YP_009119532.1,Pandoravirus inopinatum,fascin-like domain protein,Acanthamoeba sp.,"Viruses; dsDNA viruses, no RNA stage; unclassified dsDNA viruses; Pandoravirus",Eukaryota; Longamoebia; Acanthamoebidae; Acanthamoeba
-36.0,0.18128654970760233,YP_009119957.1,Pandoravirus inopinatum,ankyrin repeat protein,Acanthamoeba sp.,"Viruses; dsDNA viruses, no RNA stage; unclassified dsDNA viruses; Pandoravirus",Eukaryota; Longamoebia; Acanthamoebidae; Acanthamoeba
-39.0,0.17674418604651163,YP_007001597.1,Synechococcus phage metaG-MbCM1,phage tail fiber-like protein,Synechococcus,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; unclassified Tevenvirinae",Bacteria; Cyanobacteria; Synechococcales; Synechococcaceae
-28.0,0.18562874251497005,YP_009320871.1,Salmonella phage 100268_sal2,tail fiber protein,Salmonella enterica,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; T5virus; Salmonella virus 118970sal2",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella
-38.0,0.1524390243902439,YP_001294813.1,Microbacterium phage Min1,probable tail fiber protein,Microbacterium nematophilum,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae",Bacteria; Actinobacteria; Actinobacteria; Micrococcales; Microbacteriaceae; Microbacterium
-32.0,0.1978021978021978,YP_009200508.1,Yersinia phage vB_YenM_TG1,long tail fiber proximal subunit,Yersinia enterocolitica,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tg1virus; Yersinia virus TG1",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia
-8.0,0.20588235294117646,YP_009288847.1,Klebsiella phage vB_KpnM_KpV477,putative short tail fibers protein,Klebsiella,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; Jd18virus; unclassified Jd18virus",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae
-18.0,0.17751479289940827,YP_007010824.1,Aeromonas phage Aes508,short tail fibers,Aeromonas salmonicida,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Secunda5virus; Aeromonas virus Aes508",Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas
3.0,0.1642512077294686,YP_009153757.1,Yersinia phage PST,short tail fibers,Yersinia pseudotuberculosis,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; T4virus; Yersinia virus PST",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia; Yersinia pseudotuberculosis complex
7.0,0.17894736842105263,YP_009216110.1,Bacillus phage Shanette,tail fiber protein,Bacillus cereus,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Cp51virus; Bacillus virus Shanette",Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group
-25.0,0.17575757575757575,AIX36665.1,Synechococcus phage ACG-2014a,putative short tail fiber,Synechococcus,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; unclassified Tevenvirinae",Bacteria; Cyanobacteria; Synechococcales; Synechococcaceae
-19.0,0.1926605504587156,YP_009120182.1,Pandoravirus inopinatum,hypothetical protein,Acanthamoeba sp.,"Viruses; dsDNA viruses, no RNA stage; unclassified dsDNA viruses; Pandoravirus",Eukaryota; Longamoebia; Acanthamoebidae; Acanthamoeba
-37.0,0.16304347826086957,YP_004415119.1,Shigella phage Shfl2,putative RNA ligase 1 and tail fiber attachment catalyst,Shigella flexneri,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; T4virus; Shigella virus Shfl2",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella
-3.0,0.20121951219512196,YP_009174313.1,Yellowstone lake phycodnavirus 3,hypothetical protein,root,"Viruses; dsDNA viruses, no RNA stage; Phycodnaviridae; Prasinovirus; unclassified Prasinovirus",
0.0,0.21052631578947367,YP_006383048.1,Cronobacter phage CR3,putative tail fiber protein 2,Cronobacter sakazakii,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Vequintavirinae; Cr3virus; Cronobacter virus CR3",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Cronobacter
-13.0,0.17964071856287425,YP_009279148.1,Shigella phage SHFML-26,baseplate wedge tail fiber connector,Shigella sonnei,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; T4virus; unclassified T4virus",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella
-54.0,0.17582417582417584,YP_007236892.1,Pseudomonas phage vB_PaeM_C2-10_Ab1,putative tail fiber protein,Pseudomonas aeruginosa,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Pakpunavirus; Pseudomonas virus CAb1",Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group
-15.0,0.17222222222222222,YP_008771658.1,Salmonella phage Marshall,tail fiber protein,Salmonella,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Ackermannviridae; Cvivirinae; Vi1virus; Salmonella virus Marshall",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae
-17.0,0.21390374331550802,YP_008409552.1,Mycobacterium phage Velveteen,tape measure protein,Mycobacteriaceae,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Che8virus; unclassified Che8virus",Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales
-30.0,0.13855421686746988,AKA61664.1,Enterobacter phage E-4,tail fiber protein,Enterobacter cloacae,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; T7virus; unclassified T7virus",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex
4.0,0.19900497512437812,YP_009014970.1,Cronobacter phage CR9,putative tail fiber protein 1,Cronobacter sakazakii,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Vequintavirinae; Cr3virus; Cronobacter virus CR9",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Cronobacter
0.0,0.2131979695431472,YP_004306120.1,Clostridium phage phiCD6356,putative tail fiber protein H,Clostridiales,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae",Bacteria; Firmicutes; Clostridia
-30.0,0.1695906432748538,YP_008770326.1,Bacillus phage Spock,tail fiber protein,Bacillus thuringiensis serovar kurstaki,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; B4virus; Bacillus virus Spock",Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group
-24.0,0.21890547263681592,AIQ80612.1,Bovine herpesvirus type 1.2 strain K22,DNA packaging terminase subunit 2,Bos taurus,"Viruses; dsDNA viruses, no RNA stage; Herpesvirales; Herpesviridae; Alphaherpesvirinae; Varicellovirus; Bovine alphaherpesvirus 1; Bovine herpesvirus type 1.2",Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Mammalia; Laurasiatheria; Ruminantia; Pecora; Bovidae; Bovinae; Bos
-3.0,0.16853932584269662,YP_277515.1,Escherichia virus KP26,hypothetical tail fiber,Escherichia coli O157:H7,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Tunavirinae; Rogue1virus",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
-17.0,0.17435897435897435,YP_009216489.1,Acinetobacter phage IME200,tail fiber protein,Acinetobacter baumannii,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; Fri1virus; Acinetobacter virus IME200",Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex
-43.0,0.16363636363636364,AEK09120.1,Mycobacterium virus Ibhubesi,hypothetical protein,Mycolicibacterium smegmatis MC2 155,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Che8virus",Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium
-40.0,0.1340782122905028,YP_009196393.1,Cronobacter phage S13,putative hinge long tail fiber protein proximal connector,Cronobacter sakazakii,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; unclassified Myoviridae",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Cronobacter
-2.0,0.18,YP_009224679.1,Pectobacterium phage Peat1,tail fiber protein,Pectobacterium atrosepticum,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; unclassified Autographivirinae",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Pectobacteriaceae; Pectobacterium
-25.0,0.12,YP_007010301.1,Aeromonas phage CC2,hinge long tail fiber proximal connector,Aeromonas hydrophila,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; unclassified Tevenvirinae",Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas
-30.0,0.1524390243902439,YP_009276950.1,Clostridium phage phiCT19406B,tail fiber protein,Clostridium,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; unclassified Caudovirales",Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae
-15.0,0.2081447963800905,YP_009196097.1,Mannheimia phage vB_MhM_3927AP2,defective tail fiber protein,Mannheimia,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Muvirus; unclassified Mu-like viruses",Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales; Pasteurellaceae
-26.0,0.1853932584269663,YP_009290224.1,Mycobacterium phage Sneeze,minor tail protein,Mycobacteriaceae,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Liefievirus; unclassified Liefievirus",Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales
-14.0,0.22119815668202766,YP_009285800.1,Citrobacter phage vB_CfrM_CfP1,small distal tail fiber subunit,Citrobacter,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; Kp15virus; unclassified Kp15virus",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae
-15.0,0.21164021164021163,YP_006382269.1,Staphylococcus phage TEM123,phage tail fiber protein,Staphylococcus aureus,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Phietavirus; unclassified Phietalikevirus",Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
-25.0,0.15976331360946747,YP_009215492.1,Klebsiella phage vB_KpnP_KpV289,Phage tail fiber protein / T7-like tail tubular protein A,Klebsiella pneumoniae,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; Kp32virus; Klebsiella virus KpV289",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella
-30.0,0.15675675675675677,YP_009278792.1,Erwinia phage vB_EamM_Kwan,putative tail fiber protein,Erwinia,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Spn3virus; unclassified Spn3virus",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Erwiniaceae
-14.0,0.21171171171171171,YP_003934886.1,Shigella phage SP18,long tail fiber distal subunit,Shigella sonnei,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; Sp18virus; Shigella virus SP18",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella
-81.0,0.10975609756097561,YP_009102414.1,Enterobacteria phage RB27,tail fiber protein,Escherichia coli,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; T4virus; unclassified T4virus",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
-34.0,0.1836734693877551,AFK13529.1,Yersinia phage YpsP-G,tail fiber protein / T7-like tail tubular protein B,Yersinia pestis,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; T7virus; unclassified T7virus; Yersinia phage phiA1122",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia; Yersinia pseudotuberculosis complex
-10.0,0.16759776536312848,YP_007112037.1,Enterobacterial phage mEp234,side tail fiber protein,Escherichia coli,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Hk97virus; unclassified Hk97virus",Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
